,movie,year,imdb,metascore,votes,descriptions,n_imdb
1820,Fantastic Mr. Fox,2009,7.9,83,175178,"
    An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.",79.0
1821,Orphan,2009,7.0,42,173814,"
    A husband and wife who recently lost their baby adopt a 9 year-old girl who is not nearly as innocent as she claims to be.",70.0
1822,The Taking of Pelham 123,2009,6.4,55,172017,"
    Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",64.0
1823,The Secret in Their Eyes,2009,8.2,80,171235,"
    A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.",82.0
1824,17 Again,2009,6.4,48,165921,"
    Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.",64.0
1825,Surrogates,2009,6.3,45,162840,"
    Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",63.0
1826,Night at the Museum: Battle of the Smithsonian,2009,6.0,42,159298,"
    Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",60.0
1827,He's Just Not That Into You,2009,6.4,47,148940,"
    This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.",64.0
1828,Inception,2010,8.8,74,1816942,"
    A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.",88.0
1829,Shutter Island,2010,8.1,63,993692,"
    In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.",81.0
1830,Toy Story 3,2010,8.3,92,673152,"
    The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",83.0
1831,Black Swan,2010,8.0,79,643745,"
    A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",80.0
1832,Iron Man 2,2010,7.0,57,643159,"
    With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",70.0
1833,How to Train Your Dragon,2010,8.1,74,603733,"
    A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",81.0
1834,The King's Speech,2010,8.0,88,589185,"
    The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",80.0
1835,The Social Network,2010,7.7,95,564711,"
    Harvard student Mark Zuckerberg creates the social networking site. That would become known as Facebook but is later sued by two brothers who claimed he stole their idea, and the co-founder who was later squeezed out of the business.",77.0
1836,Kick-Ass,2010,7.6,66,493940,"
    Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",76.0
1837,Despicable Me,2010,7.7,72,460571,"
    When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",77.0
1838,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,420172,"
    As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",77.0
1839,Tangled,2010,7.8,71,362459,"
    The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",78.0
1840,Alice in Wonderland,2010,6.5,53,356024,"
    Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",65.0
1841,Scott Pilgrim vs. the World,2010,7.5,69,335845,"
    Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.",75.0
1842,Easy A,2010,7.1,72,327539,"
    A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.",71.0
1843,127 Hours,2010,7.6,82,321279,"
    An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",76.0
1844,The Town,2010,7.6,74,320364,"
    As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the F.B.I. Agent looking to bring him and his crew down.",76.0
1845,The Fighter,2010,7.8,79,314580,"
    Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",78.0
1846,The Expendables,2010,6.5,45,306053,"
    A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.",65.0
1847,Due Date,2010,6.5,51,301441,"
    High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.",65.0
1848,TRON: Legacy,2010,6.8,49,294279,"
    The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.",68.0
1849,True Grit,2010,7.6,80,281840,"
    A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.",76.0
1850,Salt,2010,6.4,65,275789,"
    A CIA agent goes on the run after a defector accuses her of being a Russian spy.",64.0
1851,RED,2010,7.1,60,269972,"
    When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",71.0
1852,The Book of Eli,2010,6.9,53,269078,"
    A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",69.0
1853,Clash of the Titans,2010,5.8,39,254565,"
    Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",58.0
1854,Prince of Persia: The Sands of Time,2010,6.6,50,252850,"
    A young fugitive Prince and Princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.",66.0
1855,Insidious,2010,6.9,52,251263,"
    A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.",69.0
1856,Robin Hood,2010,6.7,53,238158,"
    In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",67.0
1857,The A-Team,2010,6.8,47,234154,"
    A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.",68.0
1858,The Other Guys,2010,6.7,64,219943,"
    Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.",67.0
1859,The Twilight Saga: Eclipse,2010,5.0,58,210085,"
    As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",50.0
1860,Grown Ups,2010,6.0,30,208859,"
    After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",60.0
1861,Megamind,2010,7.3,63,205611,"
    The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",73.0
1862,The Tourist,2010,6.0,37,205335,"
    Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path.",60.0
1863,Predators,2010,6.4,51,198297,"
    A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.",64.0
